step,fitness
0,0.5452875151513437
1,0.5421132677707626
2,0.5390361925479328
3,0.536051894703372
4,0.5306234317934031
5,0.5278495955561636
6,0.525155774849668
7,0.5225385566461404
8,0.5199947193049188
9,0.5151634916920067
10,0.5127896028564616
11,0.5104795862317555
12,0.508230898204315
13,0.5060411284519093
14,0.5017027047114623
15,0.49965218419149166
16,0.49765335804425614
17,0.49570429575318675
18,0.49380316174618927
19,0.4919482096297216
20,0.48809127255060014
21,0.48634804248017144
22,0.4826471309448192
23,0.48100734520091526
24,0.4774523418693905
25,0.4739778299877796
26,0.4705811064581578
27,0.4691475054049295
28,0.4677452973804449
29,0.4663734623847999
30,0.46503102413278724
31,0.4637170477368413
32,0.4588528376322478
33,0.45408961551872606
34,0.4511764101228783
35,0.4500567797474652
36,0.4489596924668634
37,0.447884474229088
38,0.44009856832281496
39,0.4391309558448603
40,0.43818207151114796
41,0.43725137680815857
42,0.43633835367242574
43,0.4354425035289257
44,0.43456334638322575
45,0.42897772936539014
46,0.42349428909774733
47,0.4165645532629758
48,0.414354736147214
49,0.41370243734911777
50,0.41306164979639554
51,0.4124320714423643
52,0.410334727015074
53,0.4097394132159644
54,0.40624728953877237
55,0.4013729924486417
56,0.3980095066115358
57,0.3961191660952391
58,0.3928544238210485
59,0.39103712822542575
60,0.38924930250010437
61,0.38886188242233166
62,0.3884806446236054
63,0.3881054422941575
64,0.38773613323607714
65,0.38737257968362654
66,0.3870146481318936
67,0.38666220917333105
68,0.38631513734176487
69,0.38597331096347537
70,0.38691567208799654
71,0.3865744644582873
72,0.3849781417554347
73,0.3796524942009089
74,0.375646210776987
75,0.3716978498945388
76,0.3678061644095628
77,0.36396994272632954
78,0.3601880075397701
79,0.35645921463087843
80,0.3527824517125396
81,0.34915663732333674
82,0.3455807197670278
83,0.3420536760955069
84,0.3408895505255449
85,0.3420405534164404
86,0.34317614099846255
87,0.3397589389072544
88,0.33751382262448043
89,0.33753723585008605
90,0.3375603436840254
91,0.337583152062672
92,0.3387035713769104
93,0.33326436654590536
94,0.33006220076744913
95,0.33013178988866143
96,0.3302005055013964
97,0.3313320301784799
98,0.3313924543932508
99,0.33250269559726087
100,0.3325552125414379
101,0.3274182121664278
102,0.3223433532584488
103,0.322456001534421
104,0.3225673034095177
105,0.31761170543989603
106,0.316743168425702
107,0.3168860492959098
108,0.31702726228740086
109,0.3132084359802367
110,0.3566604342246948
111,0.31254994555184484
112,0.31271266769273437
113,0.312873544204592
114,0.3130326063106218
115,0.3131898845336905
116,0.33902166375478604
117,0.3144449070056722
118,0.3145917947255271
